"date","account","category","amount","currency","converted.amount","currency.1","description"
"12/05/2019","Expense Account 1","Home Food","-658","INR","-658","INR",""
"12/05/2019","Expense Account 1","Home Food","-12","INR","-12","INR",""
"13/05/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"14/05/2019","Expense Account 1","Commuting","-10","INR","-10","INR",""
"15/05/2019","Expense Account 1","Commuting","-90","INR","-90","INR",""
"17/05/2019","Expense Account 1","Entertainment","-300","INR","-300","INR",""
"18/05/2019","Expense Account 1","Miscellaneous","-35","INR","-35","INR",""
"18/05/2019","Expense Account 1","Miscellaneous","-350","INR","-350","INR",""
"19/05/2019","Expense Account 1","Commuting","-40","INR","-40","INR",""
"20/05/2019","Expense Account 1","Entertainment","-190","INR","-190","INR",""
"20/05/2019","Expense Account 1","Entertainment","-3,412","INR","-3,412","INR",""
"20/05/2019","Expense Account 1","Miscellaneous","-200","INR","-200","INR",""
"20/05/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"20/05/2019","Expense Account 1","Commuting","-70","INR","-70","INR",""
"21/05/2019","Expense Account 1","Commuting","-33","INR","-33","INR",""
"22/05/2019","Expense Account 1","Commuting","-100","INR","-100","INR",""
"22/05/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"24/05/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"24/05/2019","Expense Account 1","Entertainment","-321","INR","-321","INR",""
"28/05/2019","Expense Account 1","Miscellaneous","-200","INR","-200","INR",""
"28/05/2019","Expense Account 1","Health","-448","INR","-448","INR",""
"29/05/2019","Expense Account 1","Miscellaneous","-31","INR","-31","INR",""
"31/05/2019","Expense Account 1","Entertainment","-1,167","INR","-1,167","INR",""
"01/06/2019","Expense Account 1","Commuting","-78","INR","-78","INR",""
"01/06/2019","Expense Account 1","Commuting","-400","INR","-400","INR",""
"02/06/2019","Expense Account 1","Commuting","-52","INR","-52","INR",""
"02/06/2019","Expense Account 1","Home Food","-100","INR","-100","INR",""
"02/06/2019","Expense Account 1","Commuting","-108","INR","-108","INR",""
"02/06/2019","Expense Account 1","Health","-592","INR","-592","INR",""
"04/06/2019","Expense Account 1","Home Food","-195","INR","-195","INR",""
"04/06/2019","Expense Account 1","Miscellaneous","-781","INR","-781","INR",""
"04/06/2019","Expense Account 1","Home Food","-190","INR","-190","INR",""
"05/06/2019","Expense Account 1","Commuting","-48","INR","-48","INR",""
"05/06/2019","Expense Account 1","Home Food","-1,390","INR","-1,390","INR",""
"05/06/2019","Expense Account 1","Miscellaneous","-400","INR","-400","INR",""
"06/06/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"06/06/2019","Expense Account 1","Entertainment","-1,983","INR","-1,983","INR",""
"07/06/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"07/06/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"07/06/2019","Expense Account 1","Commuting","-70","INR","-70","INR",""
"08/06/2019","Expense Account 1","Commuting","-92","INR","-92","INR",""
"08/06/2019","Expense Account 1","Commuting","-33","INR","-33","INR",""
"08/06/2019","Expense Account 1","Health","-2,199","INR","-2,199","INR",""
"08/06/2019","Expense Account 1","Health","-380","INR","-380","INR",""
"08/06/2019","Expense Account 1","Commuting","-72","INR","-72","INR",""
"08/06/2019","Expense Account 1","Home Food","-95","INR","-95","INR",""
"09/06/2019","Expense Account 1","Entertainment","-1,067","INR","-1,067","INR",""
"09/06/2019","Expense Account 1","Entertainment","-536","INR","-536","INR",""
"09/06/2019","Expense Account 1","Commuting","-133","INR","-133","INR",""
"10/06/2019","Expense Account 1","Commuting","-150","INR","-150","INR",""
"10/06/2019","Expense Account 1","Home Food","-79","INR","-79","INR",""
"10/06/2019","Expense Account 1","Commuting","-10","INR","-10","INR",""
"10/06/2019","Expense Account 1","Entertainment","-1,770","INR","-1,770","INR",""
"10/06/2019","Expense Account 1","Miscellaneous","-150","INR","-150","INR",""
"11/06/2019","Expense Account 1","Miscellaneous","-2,000","INR","-2,000","INR",""
"12/06/2019","Expense Account 1","Commuting","-100","INR","-100","INR",""
"13/06/2019","Expense Account 1","Entertainment","-620","INR","-620","INR",""
"14/06/2019","Expense Account 1","Commuting","-90","INR","-90","INR",""
"15/06/2019","Expense Account 1","Miscellaneous","-175","INR","-175","INR",""
"15/06/2019","Expense Account 1","Commuting","-64","INR","-64","INR",""
"15/06/2019","Expense Account 1","Health","-60","INR","-60","INR",""
"16/06/2019","Expense Account 1","Commuting","-40","INR","-40","INR",""
"16/06/2019","Expense Account 1","Commuting","-10","INR","-10","INR",""
"16/06/2019","Expense Account 1","Home Food","-60","INR","-60","INR",""
"17/06/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"18/06/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"19/06/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"20/06/2019","Expense Account 1","Home Food","-200","INR","-200","INR",""
"20/06/2019","Expense Account 1","Miscellaneous","-821","INR","-821","INR",""
"20/06/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"21/06/2019","Expense Account 1","Commuting","-100","INR","-100","INR",""
"21/06/2019","Expense Account 1","Health","-849","INR","-849","INR",""
"21/06/2019","Expense Account 1","Miscellaneous","-340","INR","-340","INR",""
"21/06/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"21/06/2019","Expense Account 1","Commuting","-139","INR","-139","INR",""
"21/06/2019","Expense Account 1","Commuting","-95","INR","-95","INR",""
"22/06/2019","Expense Account 1","Miscellaneous","-370","INR","-370","INR",""
"22/06/2019","Expense Account 1","Home Food","-90","INR","-90","INR",""
"22/06/2019","Expense Account 1","Health","-400","INR","-400","INR",""
"24/06/2019","Expense Account 1","Health","-27,980","INR","-27,980","INR",""
"27/06/2019","Expense Account 1","Commuting","-160","INR","-160","INR",""
"29/06/2019","Expense Account 1","Miscellaneous","-100","INR","-100","INR",""
"29/06/2019","Expense Account 1","Miscellaneous","-10","INR","-10","INR",""
"29/06/2019","Expense Account 1","Clothes","-150","INR","-150","INR",""
"30/06/2019","Expense Account 1","Miscellaneous","-25","INR","-25","INR",""
"30/06/2019","Expense Account 1","Home Food","-20","INR","-20","INR",""
"30/06/2019","Expense Account 1","Miscellaneous","-3,000","INR","-3,000","INR",""
"30/06/2019","Expense Account 1","Home Food","-121","INR","-121","INR",""
"01/07/2019","Expense Account 1","Miscellaneous","-1,671","INR","-1,671","INR",""
"03/07/2019","Expense Account 1","Commuting","-150","INR","-150","INR",""
"04/07/2019","Expense Account 1","Commuting","-20","INR","-20","INR",""
"04/07/2019","Expense Account 1","Health","-192","INR","-192","INR",""
"04/07/2019","Expense Account 1","Commuting","-10","INR","-10","INR",""
"04/07/2019","Expense Account 1","Health","-390","INR","-390","INR",""
"04/07/2019","Expense Account 1","Commuting","-20","INR","-20","INR",""
"04/07/2019","Expense Account 1","Miscellaneous","-340","INR","-340","INR",""
"04/07/2019","Expense Account 1","Commuting","-45","INR","-45","INR",""
"04/07/2019","Expense Account 1","Home Food","-145","INR","-145","INR",""
"05/07/2019","Expense Account 1","Commuting","-20","INR","-20","INR",""
"05/07/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"05/07/2019","Expense Account 1","Entertainment","-100","INR","-100","INR",""
"06/07/2019","Expense Account 1","Miscellaneous","-10","INR","-10","INR",""
"06/07/2019","Expense Account 1","Entertainment","-1,500","INR","-1,500","INR",""
"06/07/2019","Expense Account 1","Miscellaneous","-100","INR","-100","INR",""
"06/07/2019","Expense Account 1","Home Food","-105","INR","-105","INR",""
"07/07/2019","Expense Account 1","Commuting","-120","INR","-120","INR",""
"07/07/2019","Expense Account 1","Clothes","-345","INR","-345","INR",""
"07/07/2019","Expense Account 1","Health","-205","INR","-205","INR",""
"07/07/2019","Expense Account 1","Health","-40","INR","-40","INR",""
"07/07/2019","Expense Account 1","Home Food","-170","INR","-170","INR",""
"07/07/2019","Expense Account 1","Entertainment","-100","INR","-100","INR",""
"08/07/2019","Expense Account 1","Commuting","-477","INR","-477","INR",""
"08/07/2019","Expense Account 1","Home Food","-275","INR","-275","INR",""
"08/07/2019","Expense Account 1","Health","-183","INR","-183","INR",""
"08/07/2019","Expense Account 1","Commuting","-35","INR","-35","INR",""
"08/07/2019","Expense Account 1","Miscellaneous","-1,900","INR","-1,900","INR",""
"10/07/2019","Expense Account 1","Commuting","-30","INR","-30","INR",""
"10/07/2019","Expense Account 1","Home Food","-50","INR","-50","INR",""
"10/07/2019","Expense Account 1","Health","-175","INR","-175","INR",""
"10/07/2019","Expense Account 1","Clothes","-104","INR","-104","INR",""
"10/07/2019","Savings Account 1","Savings Bank","25,000","INR","25,000","INR",""
"11/07/2019","Expense Account 1","Home Food","-35","INR","-35","INR",""
"11/07/2019","Expense Account 1","Entertainment","-30","INR","-30","INR",""
"11/07/2019","Expense Account 1","Commuting","-75","INR","-75","INR",""
"12/07/2019","Expense Account 1","Commuting","-20","INR","-20","INR",""
"12/07/2019","Expense Account 1","Commuting","-11","INR","-11","INR",""
"13/07/2019","Expense Account 1","Commuting","-74","INR","-74","INR",""
"13/07/2019","Expense Account 1","Commuting","-143","INR","-143","INR",""
"14/07/2019","Expense Account 1","Commuting","-110","INR","-110","INR",""
"15/07/2019","Expense Account 1","Home Food","-290","INR","-290","INR",""
"15/07/2019","Expense Account 1","Entertainment","-2,770","INR","-2,770","INR",""
"15/07/2019","Expense Account 1","Commuting","-30","INR","-30","INR",""
"15/07/2019","Expense Account 1","Entertainment","-1,660","INR","-1,660","INR",""
"15/07/2019","Expense Account 1","Clothes","-499","INR","-499","INR",""
"15/07/2019","Expense Account 1","Home Food","-265","INR","-265","INR",""
"18/07/2019","Expense Account 1","Home Food","-170","INR","-170","INR",""
"19/07/2019","Expense Account 1","Home Food","-846","INR","-846","INR",""
"19/07/2019","Expense Account 1","Home Food","-235","INR","-235","INR",""
"19/07/2019","Expense Account 1","Home Food","-41","INR","-41","INR",""
"19/07/2019","Expense Account 1","Miscellaneous","-150","INR","-150","INR",""
"19/07/2019","Expense Account 1","Entertainment","-3,699","INR","-3,699","INR",""
"20/07/2019","Expense Account 1","Commuting","-45","INR","-45","INR",""
"20/07/2019","Expense Account 1","Home Food","-70","INR","-70","INR",""
"20/07/2019","Expense Account 1","Commuting","-54","INR","-54","INR",""
"21/07/2019","Expense Account 1","Commuting","-35","INR","-35","INR",""
"21/07/2019","Expense Account 1","Home Food","-306","INR","-306","INR",""
"21/07/2019","Expense Account 1","Commuting","-54","INR","-54","INR",""
"21/07/2019","Expense Account 1","Clothes","-2,008","INR","-2,008","INR",""
"23/07/2019","Expense Account 1","Commuting","-120","INR","-120","INR",""
"24/07/2019","Expense Account 1","Commuting","-40","INR","-40","INR",""
"24/07/2019","Expense Account 1","Health","-350","INR","-350","INR",""
"24/07/2019","Expense Account 1","Commuting","-35","INR","-35","INR",""
"25/07/2019","Expense Account 1","Home Food","-95","INR","-95","INR",""
"25/07/2019","Expense Account 1","Commuting","-35","INR","-35","INR",""
"27/07/2019","Expense Account 1","Commuting","-43","INR","-43","INR",""
"27/07/2019","Expense Account 1","Commuting","-74","INR","-74","INR",""
"27/07/2019","Expense Account 1","Health","-12","INR","-12","INR",""
"28/07/2019","Expense Account 1","Commuting","-104","INR","-104","INR",""
"28/07/2019","Expense Account 1","Home Food","-750","INR","-750","INR",""
"28/07/2019","Expense Account 1","Home Food","-55","INR","-55","INR",""
"28/07/2019","Expense Account 1","Home Food","-55","INR","-55","INR",""
"28/07/2019","Expense Account 1","Home Food","-40","INR","-40","INR",""
"29/07/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"29/07/2019","Expense Account 1","Home Food","-20","INR","-20","INR",""
"29/07/2019","Expense Account 1","Home Food","-20","INR","-20","INR",""
"29/07/2019","Expense Account 1","Home Food","-74","INR","-74","INR",""
"30/07/2019","Expense Account 1","Home Food","-180","INR","-180","INR",""
"30/07/2019","Expense Account 1","Home Food","-25","INR","-25","INR",""
"31/07/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"31/07/2019","Expense Account 1","Home Food","-20","INR","-20","INR",""
"01/08/2019","Expense Account 1","Commuting","-66","INR","-66","INR",""
"01/08/2019","Expense Account 1","Commuting","-57","INR","-57","INR",""
"02/08/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"03/08/2019","Expense Account 1","Home Food","-288","INR","-288","INR",""
"03/08/2019","Expense Account 1","Home Food","-140","INR","-140","INR",""
"03/08/2019","Expense Account 1","Commuting","-40","INR","-40","INR",""
"03/08/2019","Expense Account 1","Clothes","-1,444","INR","-1,444","INR",""
"03/08/2019","Expense Account 1","Commuting","-45","INR","-45","INR",""
"03/08/2019","Expense Account 1","Miscellaneous","-749","INR","-749","INR",""
"03/08/2019","Expense Account 1","Miscellaneous","-50","INR","-50","INR",""
"03/08/2019","Expense Account 1","Home Food","-155","INR","-155","INR",""
"04/08/2019","Expense Account 1","Commuting","-110","INR","-110","INR",""
"05/08/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"05/08/2019","Expense Account 1","Health","-700","INR","-700","INR",""
"05/08/2019","Expense Account 1","Home Food","-300","INR","-300","INR",""
"08/08/2019","Expense Account 1","Home Food","-112","INR","-112","INR",""
"08/08/2019","Expense Account 1","Miscellaneous","-1,000","INR","-1,000","INR",""
"10/08/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"10/08/2019","Expense Account 1","Miscellaneous","-125","INR","-125","INR",""
"11/08/2019","Expense Account 1","Clothes","-523","INR","-523","INR",""
"11/08/2019","Expense Account 1","Commuting","-99","INR","-99","INR",""
"12/08/2019","Expense Account 1","Commuting","-130","INR","-130","INR",""
"13/08/2019","Expense Account 1","Entertainment","-1,000","INR","-1,000","INR",""
"13/08/2019","Expense Account 1","Home Food","-2,256","INR","-2,256","INR",""
"20/08/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"20/08/2019","Expense Account 1","Home Food","-302","INR","-302","INR",""
"21/08/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"21/08/2019","Expense Account 1","Home Food","-20","INR","-20","INR",""
"22/08/2019","Expense Account 2","Miscellaneous","-11,237","INR","-11,237","INR",""
"22/08/2019","Expense Account 1","Commuting","-20","INR","-20","INR",""
"23/08/2019","Expense Account 1","Commuting","-100","INR","-100","INR",""
"23/08/2019","Expense Account 1","Miscellaneous","-240","INR","-240","INR",""
"23/08/2019","Expense Account 1","Commuting","-20","INR","-20","INR",""
"23/08/2019","Expense Account 1","Home Food","-20","INR","-20","INR",""
"23/08/2019","Expense Account 1","Entertainment","-30","INR","-30","INR",""
"24/08/2019","Expense Account 1","Commuting","-41","INR","-41","INR",""
"24/08/2019","Expense Account 1","Entertainment","-195","INR","-195","INR",""
"24/08/2019","Expense Account 1","Home Food","-85","INR","-85","INR",""
"24/08/2019","Expense Account 1","Home Food","-336","INR","-336","INR",""
"24/08/2019","Expense Account 1","Health","-350","INR","-350","INR",""
"24/08/2019","Expense Account 1","Commuting","-200","INR","-200","INR",""
"25/08/2019","Expense Account 1","Home Food","-300","INR","-300","INR",""
"25/08/2019","Expense Account 1","Home Food","-40","INR","-40","INR",""
"26/08/2019","Expense Account 1","Commuting","-35","INR","-35","INR",""
"26/08/2019","Expense Account 1","Commuting","-10","INR","-10","INR",""
"26/08/2019","Expense Account 1","Miscellaneous","-200","INR","-200","INR",""
"26/08/2019","Expense Account 1","Home Food","-25","INR","-25","INR",""
"27/08/2019","Expense Account 1","Home Food","-20","INR","-20","INR",""
"27/08/2019","Expense Account 1","Home Food","-120","INR","-120","INR",""
"27/08/2019","Expense Account 1","Miscellaneous","-200","INR","-200","INR",""
"28/08/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"28/08/2019","Expense Account 1","Home Food","-20","INR","-20","INR",""
"28/08/2019","Expense Account 1","Entertainment","-2,177","INR","-2,177","INR",""
"29/08/2019","Expense Account 1","Commuting","-140","INR","-140","INR",""
"29/08/2019","Expense Account 1","Miscellaneous","-150","INR","-150","INR",""
"03/09/2019","Expense Account 1","Miscellaneous","-6,000","INR","-6,000","INR",""
"03/09/2019","Expense Account 1","Home Food","-1,130","INR","-1,130","INR",""
"03/09/2019","Expense Account 1","Home Food","-21","INR","-21","INR",""
"03/09/2019","Expense Account 1","Clothes","-340","INR","-340","INR",""
"03/09/2019","Expense Account 1","Home Food","-500","INR","-500","INR",""
"04/09/2019","Expense Account 1","Commuting","-99","INR","-99","INR",""
"04/09/2019","Expense Account 1","Miscellaneous","-649","INR","-649","INR",""
"05/09/2019","Expense Account 1","Commuting","-100","INR","-100","INR",""
"05/09/2019","Expense Account 1","Miscellaneous","-500","INR","-500","INR",""
"05/09/2019","Expense Account 1","Entertainment","-69","INR","-69","INR",""
"05/09/2019","Expense Account 1","Commuting","-125","INR","-125","INR",""
"05/09/2019","Expense Account 1","Home Food","-40","INR","-40","INR",""
"06/09/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"06/09/2019","Expense Account 1","Commuting","-100","INR","-100","INR",""
"06/09/2019","Expense Account 1","Entertainment","-66","INR","-66","INR",""
"06/09/2019","Expense Account 1","Miscellaneous","-40","INR","-40","INR",""
"06/09/2019","Expense Account 1","Home Food","-25","INR","-25","INR",""
"06/09/2019","Expense Account 1","Health","-1,200","INR","-1,200","INR",""
"07/09/2019","Expense Account 1","Home Food","-281","INR","-281","INR",""
"07/09/2019","Expense Account 1","Home Food","-115","INR","-115","INR",""
"07/09/2019","Expense Account 1","Commuting","-190","INR","-190","INR",""
"07/09/2019","Expense Account 1","Commuting","-10","INR","-10","INR",""
"08/09/2019","Expense Account 1","Miscellaneous","-120","INR","-120","INR",""
"08/09/2019","Expense Account 1","Home Food","-125","INR","-125","INR",""
"09/09/2019","Expense Account 1","Commuting","-100","INR","-100","INR",""
"10/09/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"10/09/2019","Expense Account 1","Home Food","-178","INR","-178","INR",""
"10/09/2019","Expense Account 1","Commuting","-10","INR","-10","INR",""
"10/09/2019","Expense Account 1","Miscellaneous","-290","INR","-290","INR",""
"10/09/2019","Expense Account 1","Home Food","-45","INR","-45","INR",""
"11/09/2019","Expense Account 1","Commuting","-125","INR","-125","INR",""
"11/09/2019","Expense Account 1","Commuting","-109","INR","-109","INR",""
"11/09/2019","Expense Account 1","Commuting","-65","INR","-65","INR",""
"12/09/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"12/09/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"12/09/2019","Expense Account 1","Miscellaneous","-300","INR","-300","INR",""
"12/09/2019","Expense Account 1","Commuting","-46","INR","-46","INR",""
"12/09/2019","Expense Account 1","Home Food","-45","INR","-45","INR",""
"13/09/2019","Expense Account 1","Commuting","-90","INR","-90","INR",""
"13/09/2019","Expense Account 1","Commuting","-70","INR","-70","INR",""
"13/09/2019","Expense Account 1","Entertainment","-3,350","INR","-3,350","INR",""
"13/09/2019","Expense Account 1","Home Food","-40","INR","-40","INR",""
"13/09/2019","Expense Account 1","Entertainment","-100","INR","-100","INR",""
"14/09/2019","Expense Account 1","Entertainment","-92","INR","-92","INR",""
"15/09/2019","Expense Account 1","Commuting","-93","INR","-93","INR",""
"15/09/2019","Expense Account 1","Home Food","-57","INR","-57","INR",""
"15/09/2019","Expense Account 1","Home Food","-122","INR","-122","INR",""
"15/09/2019","Expense Account 1","Home Food","-195","INR","-195","INR",""
"16/09/2019","Expense Account 1","Commuting","-100","INR","-100","INR",""
"16/09/2019","Expense Account 1","Commuting","-70","INR","-70","INR",""
"16/09/2019","Expense Account 1","Home Food","-20","INR","-20","INR",""
"16/09/2019","Expense Account 1","Home Food","-80","INR","-80","INR",""
"17/09/2019","Expense Account 1","Commuting","-130","INR","-130","INR",""
"17/09/2019","Expense Account 1","Commuting","-70","INR","-70","INR",""
"17/09/2019","Expense Account 1","Home Food","-23","INR","-23","INR",""
"17/09/2019","Expense Account 1","Home Food","-40","INR","-40","INR",""
"17/09/2019","Expense Account 1","Home Food","-711","INR","-711","INR",""
"18/09/2019","Expense Account 1","Commuting","-75","INR","-75","INR",""
"18/09/2019","Expense Account 1","Health","-700","INR","-700","INR",""
"18/09/2019","Expense Account 1","Commuting","-76","INR","-76","INR",""
"19/09/2019","Expense Account 1","Commuting","-75","INR","-75","INR",""
"19/09/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"20/09/2019","Expense Account 1","Commuting","-100","INR","-100","INR",""
"20/09/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"21/09/2019","Expense Account 1","Entertainment","-75","INR","-75","INR",""
"22/09/2019","Expense Account 1","Home Food","-40","INR","-40","INR",""
"22/09/2019","Expense Account 1","Home Food","-54","INR","-54","INR",""
"23/09/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"23/09/2019","Expense Account 1","Home Food","-110","INR","-110","INR",""
"24/09/2019","Expense Account 1","Commuting","-120","INR","-120","INR",""
"24/09/2019","Expense Account 1","Commuting","-10","INR","-10","INR",""
"24/09/2019","Expense Account 1","Home Food","-45","INR","-45","INR",""
"25/09/2019","Expense Account 1","Commuting","-110","INR","-110","INR",""
"25/09/2019","Expense Account 1","Home Food","-190","INR","-190","INR",""
"25/09/2019","Expense Account 1","Home Food","-40","INR","-40","INR",""
"26/09/2019","Expense Account 1","Commuting","-75","INR","-75","INR",""
"26/09/2019","Expense Account 1","Home Food","-40","INR","-40","INR",""
"26/09/2019","Expense Account 1","Home Food","-34","INR","-34","INR",""
"27/09/2019","Expense Account 1","Commuting","-75","INR","-75","INR",""
"27/09/2019","Expense Account 1","Commuting","-63","INR","-63","INR",""
"27/09/2019","Expense Account 1","Miscellaneous","-48","INR","-48","INR",""
"27/09/2019","Expense Account 1","Entertainment","-120","INR","-120","INR",""
"27/09/2019","Expense Account 1","Entertainment","-1,520","INR","-1,520","INR",""
"28/09/2019","Expense Account 1","Home Food","-720","INR","-720","INR",""
"28/09/2019","Expense Account 1","Miscellaneous","-32","INR","-32","INR",""
"28/09/2019","Expense Account 1","Miscellaneous","-105","INR","-105","INR",""
"28/09/2019","Expense Account 1","Commuting","-92","INR","-92","INR",""
"28/09/2019","Expense Account 1","Health","-566","INR","-566","INR",""
"28/09/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"28/09/2019","Expense Account 1","Home Food","-70","INR","-70","INR",""
"28/09/2019","Expense Account 1","Clothes","-1,225","INR","-1,225","INR",""
"29/09/2019","Expense Account 1","Miscellaneous","-57","INR","-57","INR",""
"29/09/2019","Expense Account 1","Home Food","-30","INR","-30","INR",""
"29/09/2019","Expense Account 1","Commuting","-81","INR","-81","INR",""
"29/09/2019","Expense Account 1","Commuting","-56","INR","-56","INR",""
"01/10/2019","Expense Account 1","Commuting","-58","INR","-58","INR",""
"01/10/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"01/10/2019","Expense Account 1","Home Food","-30","INR","-30","INR",""
"01/10/2019","Expense Account 1","Entertainment","-3,740","INR","-3,740","INR",""
"01/10/2019","Expense Account 1","Home Food","-102","INR","-102","INR",""
"02/10/2019","Expense Account 1","Commuting","-84","INR","-84","INR",""
"02/10/2019","Expense Account 1","Commuting","-70","INR","-70","INR",""
"03/10/2019","Expense Account 1","Commuting","-70","INR","-70","INR",""
"03/10/2019","Expense Account 1","Commuting","-62","INR","-62","INR",""
"03/10/2019","Expense Account 1","Home Food","-140","INR","-140","INR",""
"03/10/2019","Expense Account 1","Home Food","-30","INR","-30","INR",""
"03/10/2019","Expense Account 1","Home Food","-30","INR","-30","INR",""
"04/10/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"04/10/2019","Expense Account 1","Commuting","-50","INR","-50","INR",""
"04/10/2019","Expense Account 1","Entertainment","-300","INR","-300","INR",""
"04/10/2019","Expense Account 1","Home Food","-60","INR","-60","INR",""
"04/10/2019","Expense Account 1","Home Food","-590","INR","-590","INR",""
"05/10/2019","Expense Account 1","Home Food","-60","INR","-60","INR",""
"05/10/2019","Expense Account 1","Miscellaneous","-20","INR","-20","INR",""
"05/10/2019","Expense Account 1","Home Food","-30","INR","-30","INR",""
"05/10/2019","Expense Account 1","Health","-2,100","INR","-2,100","INR",""
"06/10/2019","Expense Account 1","Commuting","-77","INR","-77","INR",""
"06/10/2019","Expense Account 1","Commuting","-55","INR","-55","INR",""
"06/10/2019","Expense Account 1","Home Food","-60","INR","-60","INR",""
"07/10/2019","Expense Account 1","Commuting","-100","INR","-100","INR",""
"07/10/2019","Expense Account 1","Commuting","-65","INR","-65","INR",""
"07/10/2019","Expense Account 1","Commuting","-117","INR","-117","INR",""
"07/10/2019","Expense Account 1","Entertainment","-3,900","INR","-3,900","INR",""
"07/10/2019","Expense Account 1","Commuting","-99","INR","-99","INR",""
"08/10/2019","Expense Account 1","Home Food","-127","INR","-127","INR",""
"09/10/2019","Expense Account 1","Commuting","-89","INR","-89","INR",""
"09/10/2019","Expense Account 1","Commuting","-120","INR","-120","INR",""
"09/10/2019","Expense Account 1","Commuting","-70","INR","-70","INR",""
"10/10/2019","Expense Account 1","Commuting","-70","INR","-70","INR",""
"10/10/2019","Expense Account 1","Miscellaneous","-250","INR","-250","INR",""
"10/10/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"10/10/2019","Expense Account 1","Commuting","-42","INR","-42","INR",""
"11/10/2019","Expense Account 1","Commuting","-37","INR","-37","INR",""
"11/10/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"11/10/2019","Expense Account 1","Commuting","-10","INR","-10","INR",""
"12/10/2019","Expense Account 1","Miscellaneous","-5,559","INR","-5,559","INR",""
"12/10/2019","Expense Account 1","Home Food","-705","INR","-705","INR",""
"12/10/2019","Expense Account 1","Health","-130","INR","-130","INR",""
"12/10/2019","Expense Account 1","Entertainment","-3,004","INR","-3,004","INR",""
"12/10/2019","Expense Account 1","Miscellaneous","-807","INR","-807","INR",""
"12/10/2019","Expense Account 1","Entertainment","-69","INR","-69","INR",""
"13/10/2019","Expense Account 1","Commuting","-155","INR","-155","INR",""
"13/10/2019","Expense Account 1","Health","-230","INR","-230","INR",""
"13/10/2019","Expense Account 1","Miscellaneous","-130","INR","-130","INR",""
"13/10/2019","Expense Account 1","Commuting","-10","INR","-10","INR",""
"13/10/2019","Expense Account 1","Commuting","-242","INR","-242","INR",""
"14/10/2019","Expense Account 1","Miscellaneous","-1,829","INR","-1,829","INR",""
"15/10/2019","Expense Account 1","Commuting","-20","INR","-20","INR",""
"15/10/2019","Expense Account 1","Health","-145","INR","-145","INR",""
"15/10/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"16/10/2019","Expense Account 1","Commuting","-120","INR","-120","INR",""
"16/10/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"17/10/2019","Expense Account 1","Commuting","-60","INR","-60","INR",""
"17/10/2019","Expense Account 1","Commuting","-62","INR","-62","INR",""
"17/10/2019","Expense Account 1","Home Food","-60","INR","-60","INR",""
"18/10/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"18/10/2019","Expense Account 1","Home Food","-182","INR","-182","INR",""
"19/10/2019","Expense Account 1","Commuting","-5","INR","-5","INR",""
"19/10/2019","Expense Account 1","Home Food","-40","INR","-40","INR",""
"20/10/2019","Expense Account 1","Health","-1,200","INR","-1,200","INR",""
"20/10/2019","Expense Account 1","Home Food","-712","INR","-712","INR",""
"21/10/2019","Expense Account 1","Commuting","-100","INR","-100","INR",""
"21/10/2019","Expense Account 1","Commuting","-80","INR","-80","INR",""
"21/10/2019","Expense Account 1","Commuting","-73","INR","-73","INR",""
"21/10/2019","Expense Account 1","Entertainment","-750","INR","-750","INR",""
"21/10/2019","Expense Account 1","Home Food","-55","INR","-55","INR",""
